160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
185	164	222
160	160	128
185	163	222
160	160	128
186	163	222
160	160	128
186	163	222
160	160	128
187	163	222
187	163	222
188	162	222
188	162	222
189	162	222
189	162	222
190	162	222
190	161	222
191	161	222
192	161	222
192	161	222
191	160	222
190	160	222
189	159	222
189	159	222
188	159	222
188	158	222
160	160	128
188	158	222
188	158	222
188	158	222
188	157	222
188	157	222
188	157	222
188	157	222
188	156	222
188	156	222
188	156	222
188	156	222
188	155	222
188	155	222
187	155	222
187	154	222
187	154	222
191	152	222
160	160	128
193	151	222
160	160	128
160	160	128
193	150	222
160	160	128
193	150	222
192	150	222
160	160	128
192	150	222
192	149	222
160	160	128
192	149	222
192	149	222
192	148	222
192	148	222
191	148	222
191	148	222
191	147	222
191	147	222
191	147	222
191	146	222
191	146	222
190	146	222
190	146	222
190	145	222
190	145	222
190	145	222
190	144	222
190	144	222
190	144	222
189	144	222
189	143	222
189	143	222
189	143	222
189	142	222
189	142	222
189	142	222
189	141	222
189	141	222
188	141	222
188	141	222
188	140	222
188	140	222
188	140	222
188	139	222
188	139	222
188	139	222
188	138	222
188	138	222
188	137	222
188	137	222
160	160	128
160	160	128
174	146	222
160	160	128
174	146	222
160	160	128
173	146	222
160	160	128
173	146	222
173	146	222
173	146	222
173	146	222
173	146	222
172	145	222
171	147	222
170	147	222
160	160	128
170	147	222
170	147	222
169	147	222
169	148	222
169	148	222
168	148	222
168	148	222
168	148	222
168	148	222
168	148	222
168	148	222
167	148	222
167	147	222
167	147	222
167	147	222
167	147	222
167	147	222
167	147	222
167	147	222
166	147	222
166	147	222
166	147	222
166	147	222
166	147	222
166	147	222
166	147	222
166	147	222
165	147	222
165	147	222
165	147	222
165	147	222
165	147	222
165	147	222
164	147	222
164	147	222
164	147	222
164	147	222
164	147	222
164	147	222
164	147	222
164	147	222
163	147	222
163	147	222
163	147	222
163	147	222
163	147	222
163	147	222
163	147	222
163	147	222
163	147	222
162	147	222
162	146	222
162	146	222
162	146	222
162	146	222
162	146	222
162	146	222
162	147	222
161	147	222
161	147	222
161	147	222
161	147	222
161	147	222
161	147	222
161	147	222
161	147	222
160	147	222
160	146	222
160	146	222
160	160	128
160	146	222
160	146	222
160	146	222
160	146	222
160	146	222
